timestamp,nav
2020-01-02 05:00:00+00:00,99781.53113906436
2020-01-03 05:00:00+00:00,98142.43565062349
2020-01-06 05:00:00+00:00,98484.67931688848
2020-01-07 05:00:00+00:00,98421.70130394901
2020-01-08 05:00:00+00:00,99952.67348378837
2020-01-09 05:00:00+00:00,101576.78026014028
2020-01-10 05:00:00+00:00,101234.0868127874
2020-01-13 05:00:00+00:00,103081.40420236195
2020-01-14 05:00:00+00:00,102381.94629816432
2020-01-15 05:00:00+00:00,102553.98196012875
2020-01-16 05:00:00+00:00,104557.45565305177
2020-01-17 05:00:00+00:00,105559.89033732092
2020-01-21 05:00:00+00:00,105494.58040810247
2020-01-22 05:00:00+00:00,106047.8818206391
2020-01-23 05:00:00+00:00,106772.72777881476
2020-01-24 05:00:00+00:00,105584.28986415091
2020-01-27 05:00:00+00:00,105196.24605729285
2020-01-28 05:00:00+00:00,105825.71700969883
2020-01-29 05:00:00+00:00,106226.75118959612
2020-01-30 05:00:00+00:00,107660.67660589404
2020-01-31 05:00:00+00:00,106964.2755069555
2020-02-03 05:00:00+00:00,107461.95445427416
2020-02-04 05:00:00+00:00,105904.6399928405
2020-02-05 05:00:00+00:00,106539.69907956281
2020-02-06 05:00:00+00:00,106583.27193711058
2020-02-07 05:00:00+00:00,106086.29677646986
2020-02-10 05:00:00+00:00,106673.02203581392
2020-02-11 05:00:00+00:00,107233.26124644624
2020-02-12 05:00:00+00:00,107344.06997581635
2020-02-13 05:00:00+00:00,109081.26225185567
2020-02-14 05:00:00+00:00,110130.54363167814
2020-02-18 05:00:00+00:00,111459.80794749885
2020-02-19 05:00:00+00:00,109713.41170596222
2020-02-20 05:00:00+00:00,110287.11441336384
2020-02-21 05:00:00+00:00,109990.65781994573
2020-02-24 05:00:00+00:00,108117.0830622259
2020-02-25 05:00:00+00:00,104574.17645331185
2020-02-26 05:00:00+00:00,104173.33977141755
2020-02-27 05:00:00+00:00,102351.2044199943
2020-02-28 05:00:00+00:00,103206.30269862559
2020-03-02 05:00:00+00:00,102820.53538846891
2020-03-03 05:00:00+00:00,101285.26822009092
2020-03-04 05:00:00+00:00,100777.24159755919
2020-03-05 05:00:00+00:00,100168.20882393431
2020-03-06 05:00:00+00:00,100092.76476829314
2020-03-09 04:00:00+00:00,99528.19770868083
2020-03-10 04:00:00+00:00,97656.5385870694
2020-03-11 04:00:00+00:00,96321.0266397046
2020-03-12 04:00:00+00:00,96540.16735354127
2020-03-13 04:00:00+00:00,95747.45671113099
2020-03-16 04:00:00+00:00,98019.03534113705
2020-03-17 04:00:00+00:00,95687.46259410183
2020-03-18 04:00:00+00:00,93672.19775786904
2020-03-19 04:00:00+00:00,94616.80781762456
2020-03-20 04:00:00+00:00,97177.19512639385
2020-03-23 04:00:00+00:00,98596.97295555644
2020-03-24 04:00:00+00:00,97937.26641034601
2020-03-25 04:00:00+00:00,97854.59576368616
2020-03-26 04:00:00+00:00,98025.13500020425
2020-03-27 04:00:00+00:00,99071.54992605248
2020-03-30 04:00:00+00:00,98696.7946952511
2020-03-31 04:00:00+00:00,98241.16534868148
2020-04-01 04:00:00+00:00,99063.74846151803
2020-04-02 04:00:00+00:00,99454.59134470041
2020-04-03 04:00:00+00:00,99607.86687090344
2020-04-06 04:00:00+00:00,99191.36116029568
2020-04-07 04:00:00+00:00,98195.60353327203
2020-04-08 04:00:00+00:00,97362.00834371654
2020-04-09 04:00:00+00:00,97371.41952423278
2020-04-13 04:00:00+00:00,97476.2835948614
2020-04-14 04:00:00+00:00,100052.69877312983
2020-04-15 04:00:00+00:00,98655.33275091498
2020-04-16 04:00:00+00:00,99478.13196644156
2020-04-17 04:00:00+00:00,100390.44081237385
