timestamp,nav
2020-01-02 05:00:00+00:00,99812.7219343413
2020-01-03 05:00:00+00:00,98407.60260677093
2020-01-06 05:00:00+00:00,98701.51551107166
2020-01-07 05:00:00+00:00,98647.25813662098
2020-01-08 05:00:00+00:00,99962.84515262299
2020-01-09 05:00:00+00:00,101358.25449007111
2020-01-10 05:00:00+00:00,101064.9789552614
2020-01-13 05:00:00+00:00,102644.72077350241
2020-01-14 05:00:00+00:00,102046.50977293722
2020-01-15 05:00:00+00:00,102193.26851818031
2020-01-16 05:00:00+00:00,103903.86620488495
2020-01-17 05:00:00+00:00,104760.73559187086
2020-01-21 05:00:00+00:00,104705.403988431
2020-01-22 05:00:00+00:00,105175.85748995689
2020-01-23 05:00:00+00:00,105792.18452723412
2020-01-24 05:00:00+00:00,105173.5536261712
2020-01-27 05:00:00+00:00,102027.30954084724
2020-01-28 05:00:00+00:00,104149.0689298527
2020-01-29 05:00:00+00:00,104480.57046639673
2020-01-30 05:00:00+00:00,105691.50980061381
2020-01-31 05:00:00+00:00,105104.80388321685
2020-02-03 05:00:00+00:00,105523.70679028511
2020-02-04 05:00:00+00:00,104212.48804673155
2020-02-05 05:00:00+00:00,104747.32450441345
2020-02-06 05:00:00+00:00,104783.947734516
2020-02-07 05:00:00+00:00,104364.96856695351
2020-02-10 05:00:00+00:00,104859.39957316763
2020-02-11 05:00:00+00:00,105332.55189402944
2020-02-12 05:00:00+00:00,105426.13273570234
2020-02-13 05:00:00+00:00,106881.35041106588
2020-02-14 05:00:00+00:00,107763.88013015156
2020-02-18 05:00:00+00:00,108880.41716193182
2020-02-19 05:00:00+00:00,107416.28443022302
2020-02-20 05:00:00+00:00,107896.96490694527
2020-02-21 05:00:00+00:00,107648.15513758187
2020-02-24 05:00:00+00:00,106076.95386321086
2020-02-25 05:00:00+00:00,103134.95716504047
2020-02-26 05:00:00+00:00,102596.39078877971
2020-02-27 05:00:00+00:00,100130.41561326859
2020-02-28 05:00:00+00:00,101282.01494722557
2020-03-02 05:00:00+00:00,100763.44202135278
2020-03-03 05:00:00+00:00,98697.05961765673
2020-03-04 05:00:00+00:00,98058.45476585293
2020-03-05 05:00:00+00:00,97334.14852935218
2020-03-06 05:00:00+00:00,96892.72431247488
2020-03-09 04:00:00+00:00,95734.67385726672
2020-03-10 04:00:00+00:00,93249.72020263283
2020-03-11 04:00:00+00:00,91491.61523458474
2020-03-12 04:00:00+00:00,91778.28173005141
2020-03-13 04:00:00+00:00,90742.927010261
2020-03-16 04:00:00+00:00,93700.94770821993
2020-03-17 04:00:00+00:00,90669.35581426737
2020-03-18 04:00:00+00:00,88029.43254602775
2020-03-19 04:00:00+00:00,89257.17332211646
2020-03-20 04:00:00+00:00,92557.35474659126
2020-03-23 04:00:00+00:00,94391.35437966316
2020-03-24 04:00:00+00:00,93528.20259725035
2020-03-25 04:00:00+00:00,93419.87339652861
2020-03-26 04:00:00+00:00,93642.35130470201
2020-03-27 04:00:00+00:00,95013.98586789668
2020-03-30 04:00:00+00:00,94521.64615151029
2020-03-31 04:00:00+00:00,93922.71171139319
2020-04-01 04:00:00+00:00,95004.02858439232
2020-04-02 04:00:00+00:00,95516.35638377923
2020-04-03 04:00:00+00:00,95718.18021111618
2020-04-06 04:00:00+00:00,95169.52142109204
2020-04-07 04:00:00+00:00,93857.62829866444
2020-04-08 04:00:00+00:00,92699.93653965616
2020-04-09 04:00:00+00:00,92723.00072186589
2020-04-13 04:00:00+00:00,92957.8381515839
2020-04-14 04:00:00+00:00,97384.48660033524
2020-04-15 04:00:00+00:00,95062.07744979761
2020-04-16 04:00:00+00:00,96409.34637665495
2020-04-17 04:00:00+00:00,97850.35475096831
2020-04-20 04:00:00+00:00,95743.86340837047
2020-04-21 04:00:00+00:00,92030.8089458917
2020-04-22 04:00:00+00:00,93846.83242684265
2020-04-23 04:00:00+00:00,94475.04601842043
2020-04-24 04:00:00+00:00,96047.42297953341
2020-04-27 04:00:00+00:00,97564.38772325823
2020-04-28 04:00:00+00:00,95139.59050026907
2020-04-29 04:00:00+00:00,95941.92609133852
2020-04-30 04:00:00+00:00,95394.33267006974
2020-05-01 04:00:00+00:00,93112.16679625488
2020-05-04 04:00:00+00:00,92698.22517178707
2020-05-05 04:00:00+00:00,93302.70084957223
2020-05-06 04:00:00+00:00,92977.94372489647
2020-05-07 04:00:00+00:00,95162.1575606295
2020-05-08 04:00:00+00:00,97281.31980897773
2020-05-11 04:00:00+00:00,97345.92811486428
2020-05-12 04:00:00+00:00,94978.03332738845
2020-05-13 04:00:00+00:00,92897.99587314954
2020-05-14 04:00:00+00:00,94172.90068616987
2020-05-15 04:00:00+00:00,95776.5347463887
2020-05-18 04:00:00+00:00,97892.1280695141
2020-05-19 04:00:00+00:00,97450.6510383514
2020-05-20 04:00:00+00:00,100123.59090527467
2020-05-21 04:00:00+00:00,98419.268564196
2020-05-22 04:00:00+00:00,98870.13410715651
2020-05-26 04:00:00+00:00,98741.4928342607
2020-05-27 04:00:00+00:00,99443.74804559494
2020-05-28 04:00:00+00:00,99200.61880210786
2020-05-29 04:00:00+00:00,100762.27258309531
2020-06-01 04:00:00+00:00,100721.53863766341
2020-06-02 04:00:00+00:00,101523.12506559689
2020-06-03 04:00:00+00:00,103898.3296613726
2020-06-04 04:00:00+00:00,103253.4769765069
2020-06-05 04:00:00+00:00,106351.3321672627
2020-06-08 04:00:00+00:00,108313.08869998311
2020-06-09 04:00:00+00:00,107272.18571667874
2020-06-10 04:00:00+00:00,106002.15526744472
2020-06-11 04:00:00+00:00,98980.51616145376
2020-06-12 04:00:00+00:00,100276.07988289557
2020-06-15 04:00:00+00:00,101448.36322718726
2020-06-16 04:00:00+00:00,104074.84331608498
2020-06-17 04:00:00+00:00,103736.3719120736
2020-06-18 04:00:00+00:00,103261.89240152978
2020-06-19 04:00:00+00:00,101866.71766901265
2020-06-22 04:00:00+00:00,104289.85548750682
2020-06-23 04:00:00+00:00,105205.13680020954
2020-06-24 04:00:00+00:00,102263.98533237542
2020-06-25 04:00:00+00:00,103939.02011782175
2020-06-26 04:00:00+00:00,101416.96106728623
2020-06-29 04:00:00+00:00,102827.92749130924
2020-06-30 04:00:00+00:00,105097.10987634571
2020-07-01 04:00:00+00:00,105301.84731263324
2020-07-02 04:00:00+00:00,106064.5154006879
2020-07-06 04:00:00+00:00,108360.94591756855
2020-07-07 04:00:00+00:00,106971.39974972038
2020-07-08 04:00:00+00:00,109171.80006975235
2020-07-09 04:00:00+00:00,109652.0375885543
2020-07-10 04:00:00+00:00,109612.8905738906
2020-07-13 04:00:00+00:00,106771.46826437437
2020-07-14 04:00:00+00:00,108341.75997952501
2020-07-15 04:00:00+00:00,108660.38611048018
2020-07-16 04:00:00+00:00,109106.39443764767
2020-07-17 04:00:00+00:00,110245.91815796932
2020-07-20 04:00:00+00:00,109061.54162179893
2020-07-21 04:00:00+00:00,110259.6080242547
2020-07-22 04:00:00+00:00,111839.66203542796
2020-07-23 04:00:00+00:00,111413.78373629207
2020-07-24 04:00:00+00:00,110937.85942823238
2020-07-27 04:00:00+00:00,112948.0970312402
2020-07-28 04:00:00+00:00,109896.44284810407
2020-07-29 04:00:00+00:00,111044.17836029755
