timestamp,nav
2020-01-02 05:00:00+00:00,99812.39265797789
2020-01-03 05:00:00+00:00,101734.69449991282
2020-01-06 05:00:00+00:00,101021.42404193533
2020-01-07 05:00:00+00:00,100395.8249674343
2020-01-08 05:00:00+00:00,99559.67892353858
2020-01-09 05:00:00+00:00,99997.65124947879
2020-01-10 05:00:00+00:00,101102.45839961382
2020-01-13 05:00:00+00:00,100720.79019759789
2020-01-14 05:00:00+00:00,101368.99605563011
2020-01-15 05:00:00+00:00,102203.61092136039
2020-01-16 05:00:00+00:00,101802.57196985152
2020-01-17 05:00:00+00:00,100710.12887499906
2020-01-21 05:00:00+00:00,102044.0378450637
2020-01-22 05:00:00+00:00,102484.9846914907
2020-01-23 05:00:00+00:00,103376.56090264181
2020-01-24 05:00:00+00:00,104412.91551689962
2020-01-27 05:00:00+00:00,106419.10295162638
2020-01-28 05:00:00+00:00,105400.77397078228
2020-01-29 05:00:00+00:00,106697.27038364192
2020-01-30 05:00:00+00:00,106713.27564832743
2020-01-31 05:00:00+00:00,107928.70806010111
2020-02-03 05:00:00+00:00,107818.49699468147
2020-02-04 05:00:00+00:00,106000.61856004204
2020-02-05 05:00:00+00:00,104524.02194117226
2020-02-06 05:00:00+00:00,105117.53215776512
2020-02-07 05:00:00+00:00,106744.73937943336
2020-02-10 05:00:00+00:00,107105.69817830644
2020-02-11 05:00:00+00:00,106431.64476018175
2020-02-12 05:00:00+00:00,105752.14528382523
2020-02-13 05:00:00+00:00,106260.62687985002
2020-02-14 05:00:00+00:00,106839.13121334613
2020-02-18 05:00:00+00:00,107746.89638038028
2020-02-19 05:00:00+00:00,107734.98342730121
2020-02-20 05:00:00+00:00,108788.09052834491
2020-02-21 05:00:00+00:00,110046.27503762225
2020-02-24 05:00:00+00:00,112072.63460943055
2020-02-25 05:00:00+00:00,112791.35523116055
2020-02-26 05:00:00+00:00,112047.25486750127
2020-02-27 05:00:00+00:00,113573.72966264556
2020-02-28 05:00:00+00:00,116736.0243496191
2020-03-02 05:00:00+00:00,115684.96580303565
2020-03-03 05:00:00+00:00,117943.27266862003
2020-03-04 05:00:00+00:00,116400.27717099112
